observacion,valor
k-folds,"[0.5853658536585366, 0.5609756097560976, 0.6829268292682927, 0.6341463414634146, 0.7142857142857143, 0.5476190476190477, 0.5952380952380952, 0.5952380952380952, 0.5121951219512195, 0.6097560975609756]"
mean,0.603774680603949
