observacion,valor
k-folds,"[1.0, 0.8780487804878049, 0.9024390243902439, 0.8780487804878049, 0.9761904761904762, 0.9047619047619048, 0.8571428571428571, 0.9523809523809523, 0.8048780487804879, 0.8292682926829268]"
mean,0.8983159117305458
