class,metric,value
0,presicion,0.989247311827957
1,presicion,0.9935179728933412
macro avg,presicion,0.9913826423606491
weighted avg,presicion,0.9932722309437688
0,recall,0.8932038834951457
1,recall,0.999407231772377
macro avg,recall,0.9463055576337613
weighted avg,recall,0.9932960893854749
0,f1-score,0.9387755102040817
1,f1-score,0.9964539007092199
macro avg,f1-score,0.9676147054566508
weighted avg,f1-score,0.9931349765628349
