observacion,valor
k-folds,"[0.6341463414634146, 0.5365853658536586, 0.5609756097560976, 0.6097560975609756, 0.6428571428571429, 0.5714285714285714, 0.5952380952380952, 0.47619047619047616, 0.5365853658536586, 0.5853658536585366]"
mean,0.5749128919860627
