class,metric,value
0,presicion,0.8227848101265823
1,presicion,0.9777907656341321
macro avg,presicion,0.9002877878803572
weighted avg,presicion,0.9688714285295078
0,recall,0.6310679611650486
1,recall,0.991701244813278
macro avg,recall,0.8113846029891634
weighted avg,recall,0.9709497206703911
0,f1-score,0.7142857142857143
1,f1-score,0.9846968805179518
macro avg,f1-score,0.849491297401833
weighted avg,f1-score,0.9691369083828008
