observacion,valor
k-folds,"[0.9024390243902439, 0.8536585365853658, 0.8536585365853658, 0.7560975609756098, 0.9047619047619048, 0.8571428571428571, 0.9047619047619048, 0.9047619047619048, 0.7560975609756098, 0.7073170731707317]"
mean,0.8400696864111499
