class,metric,value
0,presicion,0.9509803921568627
1,presicion,0.9964454976303317
macro avg,presicion,0.9737129448935973
weighted avg,presicion,0.9938293491030875
0,recall,0.941747572815534
1,recall,0.997036158861885
macro avg,recall,0.9693918658387095
weighted avg,recall,0.993854748603352
0,f1-score,0.9463414634146341
1,f1-score,0.9967407407407407
macro avg,f1-score,0.9715411020776874
weighted avg,f1-score,0.9938406705929257
