class,metric,value
0,presicion,0.9702970297029703
1,presicion,0.9970396684428656
macro avg,presicion,0.9836683490729179
weighted avg,presicion,0.9955008462136984
0,recall,0.9514563106796117
1,recall,0.998221695317131
macro avg,recall,0.9748390029983713
weighted avg,recall,0.9955307262569832
0,f1-score,0.9607843137254902
1,f1-score,0.9976303317535545
macro avg,f1-score,0.9792073227395224
weighted avg,f1-score,0.9955101418893698
