observacion,valor
k-folds,"[0.9512195121951219, 0.8292682926829268, 0.9512195121951219, 0.8780487804878049, 0.9285714285714286, 0.9761904761904762, 0.8809523809523809, 0.9761904761904762, 0.8048780487804879, 0.8292682926829268]"
mean,0.9005807200929153
