class,metric,value
0,presicion,0.9439252336448598
1,presicion,0.9988116458704694
macro avg,presicion,0.9713684397576646
weighted avg,presicion,0.9956533774574875
0,recall,0.9805825242718447
1,recall,0.996443390634262
macro avg,recall,0.9885129574530533
weighted avg,recall,0.9955307262569832
0,f1-score,0.9619047619047619
1,f1-score,0.997626112759644
macro avg,f1-score,0.9797654373322029
weighted avg,f1-score,0.9955706383808435
