observacion,valor
k-folds,"[0.5609756097560976, 0.6097560975609756, 0.5853658536585366, 0.5365853658536586, 0.6190476190476191, 0.5476190476190477, 0.42857142857142855, 0.6190476190476191, 0.4878048780487805, 0.5609756097560976]"
mean,0.555574912891986
