observacion,valor
k-folds,"[0.9512195121951219, 0.8292682926829268, 0.8780487804878049, 0.7804878048780488, 0.9761904761904762, 0.8571428571428571, 0.8571428571428571, 0.8809523809523809, 0.7804878048780488, 0.8048780487804879]"
mean,0.8595818815331011
