observacion,valor
k-folds,"[0.8536585365853658, 0.8048780487804879, 0.8780487804878049, 0.8292682926829268, 0.9047619047619048, 0.8809523809523809, 0.9285714285714286, 0.9285714285714286, 0.7560975609756098, 0.8048780487804879]"
mean,0.8569686411149826
