class,metric,value
0,presicion,0.9896907216494846
1,presicion,0.9958653278204371
macro avg,presicion,0.9927780247349609
weighted avg,presicion,0.9955100292530583
0,recall,0.9320388349514563
1,recall,0.999407231772377
macro avg,recall,0.9657230333619167
weighted avg,recall,0.9955307262569832
0,f1-score,0.96
1,f1-score,0.9976331360946745
macro avg,f1-score,0.9788165680473373
weighted avg,f1-score,0.9954676539618524
