solucion,valor
continua,"[0.13319088219006803, 0.3391726388099987, 0.7203616149482862, 0.2097880258545121, 0.08099227496162031, 0.3618009471404714, 0.30520762848108096, 0.6740594834143411, 0.2373138638488883, 0.042162415728945475, 0.030422807006303773, 0.35860608482706174, 0.6447850964907756, 0.1943907034747968, 0.30450654188534976, 0.39565221573558157, 0.12610756761843106, 0.46465824021888785, 0.33562441135763893, 0.37423228802178543, 0.12475929689540594, 0.7011012036358923, 0.20194898531546077, 0.11976241883081686, 0.3676990591311453, 0.3822133037702219, 0.5546388537553358, 0.4978914419067884, 0.11075673049499607, 0.24560365611869586, 0.48070201169825216, 0.7634935336107415, 0.3496740164090989, 0.660918475983072, 0.46496060048299914, 0.8661333800768699, 0.3394023912012817, 0.1638796908002324, 0.3920040013426455, 0.6309127378776833, 0.5192982179849099, 0.13483509685762324, 0.7638100831469198, 0.174990169844087, 0.5905096869060015, 0.23674022853032162, 0.5963386914037072, 0.30299008080167433, 0.10818190471187941, 0.20446423690979335, 0.2696179493801476, 0.10295280071395727, 0.6289757302265088, 0.2800471896221927, 0.17821670294702763, 0.325289056384374, 0.7526534661924895, 0.29832167931931963, 0.17560051676005375, 0.23119391854974258, 0.3607618164523891, 0.5631951789270853, 0.07775693489900097, 0.6736930944560365, 0.29630268044143176, 0.398288620479245, 0.6411755339857688, 0.1872085577322893, 0.22333444348259668, 0.3742179149323709, 0.5788781900381441, 0.19933715762965346, 0.02871616208943396, 0.049003198261253426, 0.39118867396971074, 0.3252510930052034]"
binaria,"[False, False, True, False, False, False, False, True, False, False, False, False, True, False, False, False, False, False, False, False, False, True, False, False, False, False, True, False, False, False, False, True, False, True, False, True, False, False, False, True, True, False, True, False, True, False, True, False, False, False, False, False, True, False, False, False, True, False, False, False, False, True, False, True, False, False, True, False, False, False, True, False, False, False, False, False]"
