observacion,valor
k-folds,"[0.4634146341463415, 0.4634146341463415, 0.5121951219512195, 0.5609756097560976, 0.35714285714285715, 0.42857142857142855, 0.35714285714285715, 0.42857142857142855, 0.36585365853658536, 0.5609756097560976]"
mean,0.4498257839721254
