observacion,valor
k-folds,"[0.8292682926829268, 0.8048780487804879, 0.926829268292683, 0.7317073170731707, 0.8809523809523809, 0.8809523809523809, 0.8095238095238095, 0.7857142857142857, 0.8048780487804879, 0.8048780487804879]"
mean,0.8259581881533101
