observacion,valor
k-folds,"[0.8536585365853658, 0.926829268292683, 0.9024390243902439, 0.8780487804878049, 0.9761904761904762, 0.8571428571428571, 0.8333333333333334, 0.8809523809523809, 0.7804878048780488, 0.7804878048780488]"
mean,0.8669570267131241
