class,metric,value
0,presicion,0.6097560975609756
1,presicion,0.9689695550351288
macro avg,presicion,0.7893628262980522
weighted avg,presicion,0.9482997303871747
0,recall,0.4854368932038835
1,recall,0.981031416716064
macro avg,recall,0.7332341549599737
weighted avg,recall,0.952513966480447
0,f1-score,0.5405405405405406
1,f1-score,0.9749631811487481
macro avg,f1-score,0.7577518608446443
weighted avg,f1-score,0.949965677247829
