observacion,valor
k-folds,"[0.4634146341463415, 0.4634146341463415, 0.6341463414634146, 0.4878048780487805, 0.38095238095238093, 0.5, 0.3333333333333333, 0.47619047619047616, 0.4146341463414634, 0.5609756097560976]"
mean,0.47148664343786295
