class,metric,value
0,presicion,0.6206896551724138
1,presicion,0.9712272460364063
macro avg,presicion,0.7959584506044101
weighted avg,presicion,0.9510566472325006
0,recall,0.5242718446601942
1,recall,0.980438648488441
macro avg,recall,0.7523552465743175
weighted avg,recall,0.9541899441340782
0,f1-score,0.5684210526315789
1,f1-score,0.975811209439528
macro avg,f1-score,0.7721161310355535
weighted avg,f1-score,0.952369206003093
