observacion,valor
k-folds,"[0.5609756097560976, 0.6097560975609756, 0.6829268292682927, 0.5609756097560976, 0.47619047619047616, 0.6428571428571429, 0.47619047619047616, 0.6190476190476191, 0.5853658536585366, 0.6097560975609756]"
mean,0.582404181184669
