observacion,valor
k-folds,"[0.5365853658536586, 0.4878048780487805, 0.6341463414634146, 0.4878048780487805, 0.5476190476190477, 0.5, 0.38095238095238093, 0.47619047619047616, 0.4878048780487805, 0.4634146341463415]"
mean,0.5002322880371662
