class,metric,value
0,presicion,0.6463414634146342
1,presicion,0.9707259953161592
macro avg,presicion,0.8085337293653967
weighted avg,presicion,0.9520602932011553
0,recall,0.5145631067961165
1,recall,0.982809721398933
macro avg,recall,0.7486864140975247
weighted avg,recall,0.9558659217877095
0,f1-score,0.572972972972973
1,f1-score,0.9767304860088365
macro avg,f1-score,0.7748517294909048
weighted avg,f1-score,0.9534975117950409
