class,metric,value
0,presicion,0.9519230769230769
1,presicion,0.9976275207591934
macro avg,presicion,0.9747752988411351
weighted avg,presicion,0.9949976002479531
0,recall,0.9611650485436893
1,recall,0.997036158861885
macro avg,recall,0.9791006037027872
weighted avg,recall,0.9949720670391061
0,f1-score,0.9565217391304348
1,f1-score,0.9973317521494219
macro avg,f1-score,0.9769267456399284
weighted avg,f1-score,0.9949834664840835
