observacion,valor
k-folds,"[0.24390243902439024, 0.2926829268292683, 0.5121951219512195, 0.43902439024390244, 0.40476190476190477, 0.42857142857142855, 0.38095238095238093, 0.38095238095238093, 0.4146341463414634, 0.43902439024390244]"
mean,0.39367015098722413
