class,metric,value
0,presicion,0.8108108108108109
1,presicion,0.9922572960095295
macro avg,presicion,0.9015340534101701
weighted avg,presicion,0.9818165206042402
0,recall,0.8737864077669902
1,recall,0.9875518672199171
macro avg,recall,0.9306691374934537
weighted avg,recall,0.9810055865921787
0,f1-score,0.8411214953271028
1,f1-score,0.98989898989899
macro avg,f1-score,0.9155102426130464
weighted avg,f1-score,0.9813380502671998
