observacion,valor
k-folds,"[0.8536585365853658, 0.8048780487804879, 0.8536585365853658, 0.7804878048780488, 0.8571428571428571, 0.9047619047619048, 0.8809523809523809, 0.8333333333333334, 0.7560975609756098, 0.5853658536585366]"
mean,0.8110336817653891
