observacion,valor
k-folds,"[0.975609756097561, 0.975609756097561, 0.926829268292683, 0.9512195121951219, 0.9761904761904762, 0.9523809523809523, 0.9285714285714286, 0.9523809523809523, 0.9024390243902439, 0.8780487804878049]"
mean,0.9419279907084785
