observacion,valor
k-folds,"[0.6097560975609756, 0.6829268292682927, 0.5853658536585366, 0.6341463414634146, 0.5476190476190477, 0.6190476190476191, 0.6190476190476191, 0.5952380952380952, 0.5853658536585366, 0.5365853658536586]"
mean,0.6015098722415795
