observacion,valor
k-folds,"[1.0, 0.8536585365853658, 0.975609756097561, 0.9024390243902439, 0.9285714285714286, 0.9047619047619048, 0.8809523809523809, 0.9761904761904762, 0.9024390243902439, 0.8536585365853658]"
mean,0.917828106852497
