,corrida,precision 0 train,recall 0 train,fscore 0 train,precision 1 train,recall 1 train,fscore 1 train,precision macro train,recall macro train,fscore macro train,precision weighted train,recall weighted train,fscore weighted train,precision 0 test,recall 0 test,fscore 0 test,precision 1 test,recall 1 test,fscore 1 test,precision macro test,recall macro test,fscore macro test,precision weighted test,recall weighted test,fscore weighted test
count,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
mean,15.0,0.8837946349397963,0.558615221987315,0.6821782659024083,0.9706063055440834,0.9947904675048962,0.9825428189603977,0.9272004702419394,0.7767028447461053,0.8323605424314029,0.9650296851797211,0.966908699186281,0.9633347106831538,0.9487179487179488,0.5323741007194245,0.6820276497695849,0.9769830028328609,0.9985522982265648,0.9876499015571866,0.9628504757754048,0.7654631994729945,0.8348387756633857,0.9756291632319052,0.9762232942798075,0.9730112065198067
std,9.092121131323903,1.1285750616986414e-16,1.1285750616986414e-16,1.1285750616986414e-16,2.2571501233972827e-16,2.2571501233972827e-16,2.2571501233972827e-16,2.2571501233972827e-16,3.385725185095924e-16,2.2571501233972827e-16,3.385725185095924e-16,2.2571501233972827e-16,2.2571501233972827e-16,0.0,0.0,4.514300246794565e-16,3.385725185095924e-16,4.514300246794565e-16,2.2571501233972827e-16,1.1285750616986414e-16,4.514300246794565e-16,1.1285750616986414e-16,4.514300246794565e-16,4.514300246794565e-16,2.2571501233972827e-16
min,0.0,0.8837946349397962,0.5586152219873151,0.6821782659024084,0.9706063055440832,0.9947904675048964,0.982542818960398,0.9272004702419396,0.7767028447461056,0.8323605424314031,0.9650296851797208,0.9669086991862812,0.963334710683154,0.9487179487179488,0.5323741007194245,0.6820276497695853,0.9769830028328612,0.9985522982265652,0.9876499015571863,0.962850475775405,0.7654631994729949,0.8348387756633858,0.9756291632319056,0.976223294279807,0.9730112065198064
25%,7.5,0.8837946349397962,0.5586152219873151,0.6821782659024084,0.9706063055440832,0.9947904675048964,0.982542818960398,0.9272004702419396,0.7767028447461056,0.8323605424314031,0.9650296851797208,0.9669086991862812,0.963334710683154,0.9487179487179488,0.5323741007194245,0.6820276497695853,0.9769830028328612,0.9985522982265652,0.9876499015571863,0.962850475775405,0.7654631994729949,0.8348387756633858,0.9756291632319056,0.976223294279807,0.9730112065198064
50%,15.0,0.8837946349397962,0.5586152219873151,0.6821782659024084,0.9706063055440832,0.9947904675048964,0.982542818960398,0.9272004702419396,0.7767028447461056,0.8323605424314031,0.9650296851797208,0.9669086991862812,0.963334710683154,0.9487179487179488,0.5323741007194245,0.6820276497695853,0.9769830028328612,0.9985522982265652,0.9876499015571863,0.962850475775405,0.7654631994729949,0.8348387756633858,0.9756291632319056,0.976223294279807,0.9730112065198064
75%,22.5,0.8837946349397962,0.5586152219873151,0.6821782659024084,0.9706063055440832,0.9947904675048964,0.982542818960398,0.9272004702419396,0.7767028447461056,0.8323605424314031,0.9650296851797208,0.9669086991862812,0.963334710683154,0.9487179487179488,0.5323741007194245,0.6820276497695853,0.9769830028328612,0.9985522982265652,0.9876499015571863,0.962850475775405,0.7654631994729949,0.8348387756633858,0.9756291632319056,0.976223294279807,0.9730112065198064
max,30.0,0.8837946349397962,0.5586152219873151,0.6821782659024084,0.9706063055440832,0.9947904675048964,0.982542818960398,0.9272004702419396,0.7767028447461056,0.8323605424314031,0.9650296851797208,0.9669086991862812,0.963334710683154,0.9487179487179488,0.5323741007194245,0.6820276497695853,0.9769830028328612,0.9985522982265652,0.9876499015571863,0.962850475775405,0.7654631994729949,0.8348387756633858,0.9756291632319056,0.976223294279807,0.9730112065198064
