,corrida,precision 0 train,recall 0 train,fscore 0 train,precision 1 train,recall 1 train,fscore 1 train,precision macro train,recall macro train,fscore macro train,precision weighted train,recall weighted train,fscore weighted train,precision 0 test,recall 0 test,fscore 0 test,precision 1 test,recall 1 test,fscore 1 test,precision macro test,recall macro test,fscore macro test,precision weighted test,recall weighted test,fscore weighted test
count,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
mean,15.0,0.9362509296266102,0.764323467230444,0.8402062849706835,0.98411420524092,0.996369997159388,0.9901994595852235,0.960182567433765,0.8803467321949161,0.915202872277953,0.9810520224844064,0.981533566989765,0.9806092658232328,0.9622641509433966,0.733812949640288,0.83265306122449,0.9867668097281834,0.9985522982265648,0.9926245727648857,0.9745154803357895,0.8661826239334264,0.9126388169946873,0.9855931813439363,0.9858718125430739,0.9849622570846255
std,9.092121131323903,2.2571501233972827e-16,0.0,1.1285750616986414e-16,3.385725185095924e-16,2.2571501233972827e-16,1.1285750616986414e-16,1.1285750616986414e-16,1.1285750616986414e-16,3.385725185095924e-16,2.2571501233972827e-16,2.2571501233972827e-16,0.0,3.385725185095924e-16,2.2571501233972827e-16,2.2571501233972827e-16,2.2571501233972827e-16,4.514300246794565e-16,1.1285750616986414e-16,1.1285750616986414e-16,1.1285750616986414e-16,3.385725185095924e-16,2.2571501233972827e-16,1.1285750616986414e-16,1.1285750616986414e-16
min,0.0,0.9362509296266104,0.764323467230444,0.8402062849706834,0.9841142052409196,0.9963699971593882,0.9901994595852234,0.9601825674337648,0.8803467321949162,0.9152028722779534,0.9810520224844066,0.9815335669897652,0.9806092658232328,0.9622641509433962,0.7338129496402878,0.8326530612244898,0.9867668097281832,0.9985522982265652,0.9926245727648858,0.9745154803357896,0.8661826239334265,0.9126388169946876,0.985593181343936,0.9858718125430738,0.9849622570846256
25%,7.5,0.9362509296266104,0.764323467230444,0.8402062849706834,0.9841142052409196,0.9963699971593882,0.9901994595852234,0.9601825674337648,0.8803467321949162,0.9152028722779534,0.9810520224844066,0.9815335669897652,0.9806092658232328,0.9622641509433962,0.7338129496402878,0.8326530612244898,0.9867668097281832,0.9985522982265652,0.9926245727648858,0.9745154803357896,0.8661826239334265,0.9126388169946876,0.985593181343936,0.9858718125430738,0.9849622570846256
50%,15.0,0.9362509296266104,0.764323467230444,0.8402062849706834,0.9841142052409196,0.9963699971593882,0.9901994595852234,0.9601825674337648,0.8803467321949162,0.9152028722779534,0.9810520224844066,0.9815335669897652,0.9806092658232328,0.9622641509433962,0.7338129496402878,0.8326530612244898,0.9867668097281832,0.9985522982265652,0.9926245727648858,0.9745154803357896,0.8661826239334265,0.9126388169946876,0.985593181343936,0.9858718125430738,0.9849622570846256
75%,22.5,0.9362509296266104,0.764323467230444,0.8402062849706834,0.9841142052409196,0.9963699971593882,0.9901994595852234,0.9601825674337648,0.8803467321949162,0.9152028722779534,0.9810520224844066,0.9815335669897652,0.9806092658232328,0.9622641509433962,0.7338129496402878,0.8326530612244898,0.9867668097281832,0.9985522982265652,0.9926245727648858,0.9745154803357896,0.8661826239334265,0.9126388169946876,0.985593181343936,0.9858718125430738,0.9849622570846256
max,30.0,0.9362509296266104,0.764323467230444,0.8402062849706834,0.9841142052409196,0.9963699971593882,0.9901994595852234,0.9601825674337648,0.8803467321949162,0.9152028722779534,0.9810520224844066,0.9815335669897652,0.9806092658232328,0.9622641509433962,0.7338129496402878,0.8326530612244898,0.9867668097281832,0.9985522982265652,0.9926245727648858,0.9745154803357896,0.8661826239334265,0.9126388169946876,0.985593181343936,0.9858718125430738,0.9849622570846256
