,corrida,precision 0 train,recall 0 train,fscore 0 train,precision 1 train,recall 1 train,fscore 1 train,precision macro train,recall macro train,fscore macro train,precision weighted train,recall weighted train,fscore weighted train,precision 0 test,recall 0 test,fscore 0 test,precision 1 test,recall 1 test,fscore 1 test,precision macro test,recall macro test,fscore macro test,precision weighted test,recall weighted test,fscore weighted test
count,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
mean,15.0,0.9199437078875539,0.8336152219873152,0.8736159315089123,0.9887177665738551,0.9949501896232951,0.9918196639781879,0.9543307372307046,0.914282705805305,0.9327177977435501,0.9843283757608741,0.9846350502128258,0.9842658166497483,0.9262295081967208,0.8129496402877696,0.8659003831417627,0.9906474820143883,0.9967426710097723,0.9936857297492335,0.9584384951055546,0.9048461556487705,0.9297930564454978,0.9875619898156783,0.9879393521709164,0.9875650670412947
std,9.092121131323903,2.2571501233972827e-16,2.2571501233972827e-16,1.1285750616986414e-16,3.385725185095924e-16,2.2571501233972827e-16,1.1285750616986414e-16,2.2571501233972827e-16,2.2571501233972827e-16,1.1285750616986414e-16,1.1285750616986414e-16,2.2571501233972827e-16,3.385725185095924e-16,4.514300246794565e-16,2.2571501233972827e-16,2.2571501233972827e-16,0.0,3.385725185095924e-16,3.385725185095924e-16,2.2571501233972827e-16,3.385725185095924e-16,2.2571501233972827e-16,2.2571501233972827e-16,3.385725185095924e-16,2.2571501233972827e-16
min,0.0,0.9199437078875536,0.833615221987315,0.8736159315089124,0.9887177665738548,0.9949501896232948,0.991819663978188,0.9543307372307044,0.9142827058053048,0.9327177977435502,0.984328375760874,0.9846350502128256,0.984265816649748,0.9262295081967212,0.8129496402877698,0.8659003831417624,0.9906474820143883,0.996742671009772,0.9936857297492332,0.9584384951055548,0.9048461556487708,0.929793056445498,0.9875619898156786,0.9879393521709168,0.9875650670412944
25%,7.5,0.9199437078875536,0.833615221987315,0.8736159315089124,0.9887177665738548,0.9949501896232948,0.991819663978188,0.9543307372307044,0.9142827058053048,0.9327177977435502,0.984328375760874,0.9846350502128256,0.984265816649748,0.9262295081967212,0.8129496402877698,0.8659003831417624,0.9906474820143883,0.996742671009772,0.9936857297492332,0.9584384951055548,0.9048461556487708,0.929793056445498,0.9875619898156786,0.9879393521709168,0.9875650670412944
50%,15.0,0.9199437078875536,0.833615221987315,0.8736159315089124,0.9887177665738548,0.9949501896232948,0.991819663978188,0.9543307372307044,0.9142827058053048,0.9327177977435502,0.984328375760874,0.9846350502128256,0.984265816649748,0.9262295081967212,0.8129496402877698,0.8659003831417624,0.9906474820143883,0.996742671009772,0.9936857297492332,0.9584384951055548,0.9048461556487708,0.929793056445498,0.9875619898156786,0.9879393521709168,0.9875650670412944
75%,22.5,0.9199437078875536,0.833615221987315,0.8736159315089124,0.9887177665738548,0.9949501896232948,0.991819663978188,0.9543307372307044,0.9142827058053048,0.9327177977435502,0.984328375760874,0.9846350502128256,0.984265816649748,0.9262295081967212,0.8129496402877698,0.8659003831417624,0.9906474820143883,0.996742671009772,0.9936857297492332,0.9584384951055548,0.9048461556487708,0.929793056445498,0.9875619898156786,0.9879393521709168,0.9875650670412944
max,30.0,0.9199437078875536,0.833615221987315,0.8736159315089124,0.9887177665738548,0.9949501896232948,0.991819663978188,0.9543307372307044,0.9142827058053048,0.9327177977435502,0.984328375760874,0.9846350502128256,0.984265816649748,0.9262295081967212,0.8129496402877698,0.8659003831417624,0.9906474820143883,0.996742671009772,0.9936857297492332,0.9584384951055548,0.9048461556487708,0.929793056445498,0.9875619898156786,0.9879393521709168,0.9875650670412944
