class,metric,value
0,presicion,0.6111111111111112
1,presicion,0.971764705882353
macro avg,presicion,0.791437908496732
weighted avg,presicion,0.9510120129988681
0,recall,0.5339805825242718
1,recall,0.979253112033195
macro avg,recall,0.7566168472787334
weighted avg,recall,0.9536312849162011
0,f1-score,0.5699481865284974
1,f1-score,0.9754945379391792
macro avg,f1-score,0.7727213622338382
weighted avg,f1-score,0.952158630567503
