observacion,valor
k-folds,"[0.8780487804878049, 0.8292682926829268, 0.8048780487804879, 0.7804878048780488, 0.9761904761904762, 0.8333333333333334, 0.9047619047619048, 0.9523809523809523, 0.7804878048780488, 0.7317073170731707]"
mean,0.8471544715447156
