class,metric,value
0,presicion,0.93
1,presicion,0.9940828402366864
macro avg,presicion,0.9620414201183431
weighted avg,presicion,0.9903953918878714
0,recall,0.9029126213592233
1,recall,0.995850622406639
macro avg,recall,0.9493816218829312
weighted avg,recall,0.9905027932960894
0,f1-score,0.916256157635468
1,f1-score,0.9949659461060113
macro avg,f1-score,0.9556110518707397
weighted avg,f1-score,0.99043683537279
