observacion,valor
k-folds,"[0.9024390243902439, 0.8048780487804879, 0.8780487804878049, 0.8292682926829268, 0.8809523809523809, 0.9047619047619048, 0.8809523809523809, 0.8809523809523809, 0.8292682926829268, 0.8048780487804879]"
mean,0.8596399535423925
