class,metric,value
0,presicion,0.9411764705882353
1,presicion,0.9958530805687204
macro avg,presicion,0.9685147755784778
weighted avg,presicion,0.9927068845754299
0,recall,0.9320388349514563
1,recall,0.996443390634262
macro avg,recall,0.9642411127928592
weighted avg,recall,0.9927374301675977
0,f1-score,0.9365853658536586
1,f1-score,0.9961481481481481
macro avg,f1-score,0.9663667570009034
weighted avg,f1-score,0.9927207925189121
