observacion,valor
k-folds,"[0.43902439024390244, 0.4878048780487805, 0.5609756097560976, 0.5853658536585366, 0.5476190476190477, 0.5476190476190477, 0.42857142857142855, 0.5952380952380952, 0.4634146341463415, 0.5365853658536586]"
mean,0.5192218350754937
