observacion,valor
k-folds,"[0.4146341463414634, 0.6341463414634146, 0.6341463414634146, 0.4878048780487805, 0.5476190476190477, 0.4523809523809524, 0.47619047619047616, 0.5, 0.4146341463414634, 0.5121951219512195]"
mean,0.5073751451800232
