solucion,valor
continua,"[0.0, 0.0032155164101992906, 0.005773088679497635, 0.44479062671400516, 0.05616553670859591, 0.20059649534695856, 0.003124190004906427, 0.0018746336957950762, 0.6427164856102574, 0.0, 0.0008925476096066387, 0.04812045912043063, 0.2905966638499896, 0.26449896302469106, 0.003984236206875316, 0.6170392724555936, 0.30164096531098744, 0.28874634967509544, 0.22223058746338936, 0.47732430685779687, 0.03994600729158217, 0.058281796954010326, 0.18081044897008738, 0.7857759739531047, 0.15788611377164882, 0.1190410293741042, 0.002125988844588219, 0.00589951674464044, 0.22440787870074147, 0.08784348868115481, 0.3098069561063678, 0.3083086430544972, 0.0, 0.6204081772070072, 0.6408156182555905, 0.0, 0.2373759303705062, 0.13830576630907332, 0.15284612500352335, 0.0, 0.15390801594599807, 0.004072039793533785, 0.7934571926936858, 0.013771144240768375, 0.0055248165476927845, 0.32902223689652327, 0.001220442739218824, 0.45051057791152627, 0.41076381198264056, 0.005517360139541319, 0.46582894980233946, 0.37541224578626353, 0.5161516823416749, 0.5842021915292147, 0.30910741128081937, 0.004981693340066441, 0.22049712637004648, 0.22540237578931377, 0.20088552102896112, 0.0037155155773765645, 0.5092096598888998, 0.0013927659475917204, 0.11587444944403101, 0.3145914789765407, 0.15682911732852303, 0.061617677089209275, 0.59623009129663, 0.42593738976598894, 0.48366965727804045, 0.004609493422054449, 0.5820042529080547, 0.004688483370832366, 0.005680405837765551, 0.08587315800708567, 0.004732384301105508, 0.5214980938568552]"
binaria,"[False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, True, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, True, False, False, False, False, False, True, False, False, False, True, False, False, False, False, True]"
