observacion,valor
k-folds,"[0.8780487804878049, 0.8536585365853658, 0.8780487804878049, 0.8292682926829268, 0.9047619047619048, 0.8095238095238095, 0.9047619047619048, 0.9047619047619048, 0.7804878048780488, 0.7804878048780488]"
mean,0.8523809523809524
