observacion,valor
k-folds,"[0.5853658536585366, 0.6829268292682927, 0.7317073170731707, 0.7560975609756098, 0.7380952380952381, 0.7380952380952381, 0.6428571428571429, 0.6904761904761905, 0.6341463414634146, 0.6585365853658537]"
mean,0.6858304297328688
