class,metric,value
0,presicion,0.9387755102040817
1,presicion,0.9934988179669031
macro avg,presicion,0.9661371640854923
weighted avg,presicion,0.9903499348945174
0,recall,0.8932038834951457
1,recall,0.996443390634262
macro avg,recall,0.9448236370647038
weighted avg,recall,0.9905027932960894
0,f1-score,0.9154228855721394
1,f1-score,0.9949689257176679
macro avg,f1-score,0.9551959056449036
weighted avg,f1-score,0.990391695474657
