observacion,valor
k-folds,"[0.926829268292683, 0.7560975609756098, 0.9024390243902439, 0.8292682926829268, 0.9047619047619048, 0.9285714285714286, 0.8333333333333334, 0.9285714285714286, 0.8780487804878049, 0.8048780487804879]"
mean,0.8692799070847853
