class,metric,value
0,presicion,0.9504950495049505
1,presicion,0.9958555358200119
macro avg,presicion,0.9731752926624812
weighted avg,presicion,0.9932454072778603
0,recall,0.9320388349514563
1,recall,0.997036158861885
macro avg,recall,0.9645374969066707
weighted avg,recall,0.9932960893854749
0,f1-score,0.9411764705882353
1,f1-score,0.9964454976303317
macro avg,f1-score,0.9688109841092836
weighted avg,f1-score,0.9932652128340548
