observacion,valor
k-folds,"[0.8292682926829268, 0.6585365853658537, 0.8292682926829268, 0.8048780487804879, 0.8571428571428571, 0.8571428571428571, 0.8333333333333334, 0.7857142857142857, 0.7317073170731707, 0.8048780487804879]"
mean,0.7991869918699186
