class,metric,value
0,presicion,0.8804347826086957
1,presicion,0.9870435806831567
macro avg,presicion,0.9337391816459262
weighted avg,presicion,0.9809091079447938
0,recall,0.7864077669902912
1,recall,0.993479549496147
macro avg,recall,0.8899436582432192
weighted avg,recall,0.9815642458100559
0,f1-score,0.8307692307692308
1,f1-score,0.9902511078286559
macro avg,f1-score,0.9105101692989434
weighted avg,f1-score,0.9810742176961862
