class,metric,value
0,presicion,0.6219512195121951
1,presicion,0.9695550351288056
macro avg,presicion,0.7957531273205003
weighted avg,presicion,0.9495532513251682
0,recall,0.49514563106796117
1,recall,0.981624184943687
macro avg,recall,0.738384908005824
weighted avg,recall,0.9536312849162011
0,f1-score,0.5513513513513514
1,f1-score,0.9755522827687776
macro avg,f1-score,0.7634518170600645
weighted avg,f1-score,0.9511429554302331
