class,metric,value
0,presicion,0.9789473684210527
1,presicion,0.9941002949852508
macro avg,presicion,0.9865238317031517
weighted avg,presicion,0.9932283668086516
0,recall,0.9029126213592233
1,recall,0.998814463544754
macro avg,recall,0.9508635424519887
weighted avg,recall,0.9932960893854749
0,f1-score,0.9393939393939394
1,f1-score,0.9964518036664696
macro avg,f1-score,0.9679228715302045
weighted avg,f1-score,0.993168585778162
