observacion,valor
k-folds,"[0.5121951219512195, 0.6097560975609756, 0.7073170731707317, 0.5121951219512195, 0.40476190476190477, 0.7380952380952381, 0.5238095238095238, 0.6666666666666666, 0.5609756097560976, 0.5853658536585366]"
mean,0.5821138211382114
