observacion,valor
k-folds,"[0.4146341463414634, 0.43902439024390244, 0.5121951219512195, 0.4634146341463415, 0.5238095238095238, 0.38095238095238093, 0.38095238095238093, 0.5952380952380952, 0.4146341463414634, 0.6097560975609756]"
mean,0.4734610917537746
