class,metric,value
0,presicion,0.98
1,presicion,0.9970414201183432
macro avg,presicion,0.9885207100591715
weighted avg,presicion,0.9960608244355559
0,recall,0.9514563106796117
1,recall,0.998814463544754
macro avg,recall,0.9751353871121828
weighted avg,recall,0.9960893854748604
0,f1-score,0.9655172413793104
1,f1-score,0.9979271542789458
macro avg,f1-score,0.9817221978291282
weighted avg,f1-score,0.9960622263299725
