observacion,valor
k-folds,"[0.8780487804878049, 0.8780487804878049, 0.9024390243902439, 0.8536585365853658, 0.9285714285714286, 0.8571428571428571, 0.9047619047619048, 0.8333333333333334, 0.8292682926829268, 0.8536585365853658]"
mean,0.8718931475029036
