observacion,valor
k-folds,"[0.43902439024390244, 0.36585365853658536, 0.43902439024390244, 0.5365853658536586, 0.4523809523809524, 0.47619047619047616, 0.35714285714285715, 0.4523809523809524, 0.4634146341463415, 0.4878048780487805]"
mean,0.44698025551684084
