class,metric,value
0,presicion,0.6233766233766234
1,presicion,0.9678925861062464
macro avg,presicion,0.7956346047414349
weighted avg,presicion,0.9480684832229217
0,recall,0.46601941747572817
1,recall,0.982809721398933
macro avg,recall,0.7244145694373305
weighted avg,recall,0.9530726256983241
0,f1-score,0.5333333333333333
1,f1-score,0.9752941176470589
macro avg,f1-score,0.7543137254901962
weighted avg,f1-score,0.9498628546390625
