observacion,valor
k-folds,"[0.8780487804878049, 0.8780487804878049, 0.8536585365853658, 0.7560975609756098, 0.8571428571428571, 0.9047619047619048, 0.9047619047619048, 0.8571428571428571, 0.7317073170731707, 0.7804878048780488]"
mean,0.8401858304297329
