metric,value
Accuracy,0.9798882681564246
Precision,0.9916617033948779
Recall,0.9869590989922941
F1 Score,0.9893048128342246
Cohen's Kappa,0.8210964091572874
Matthews CorrCoef,0.8217460786026589
