class,metric,value
0,presicion,0.8939393939393939
1,presicion,0.974477958236659
macro avg,presicion,0.9342086760880264
weighted avg,presicion,0.9698436162687157
0,recall,0.5728155339805825
1,recall,0.995850622406639
macro avg,recall,0.7843330781936108
weighted avg,recall,0.9715083798882681
0,f1-score,0.6982248520710059
1,f1-score,0.9850483729111698
macro avg,f1-score,0.8416366124910879
weighted avg,f1-score,0.9685440027175737
