observacion,valor
k-folds,"[0.5853658536585366, 0.5121951219512195, 0.6829268292682927, 0.6829268292682927, 0.5714285714285714, 0.6428571428571429, 0.6428571428571429, 0.5714285714285714, 0.5365853658536586, 0.6097560975609756]"
mean,0.6038327526132404
