solucion,valor
continua,"[0.022553287707487695, 0.007925351463079577, 0.14596806137027762, 0.01414723931548781, 0.010410441812615264, 0.7064672300944858, 0.001975887115770307, 0.5947481770602671, 0.06645972235558854, 0.02935919493800519, 0.12695221089853845, 0.2871917820668144, 0.25270625617905257, 0.3852748131166159, 0.28728041016279615, 0.022395686393195658, 0.040313894923153924, 0.004269703888417672, 0.03969237692974272, 0.11151877350685539, 0.13582901932659205, 0.01574450959050327, 0.3233422015671075, 0.15556844805965486, 0.09852898154693528, 0.03135089526176776, 0.8136058474216812, 0.005004982422723972, 0.6621083910052264, 0.14723998124072646, 0.16715340359191055, 0.04282207148751344, 0.4613088600807473, 0.08898122730465163, 0.29501067187295527, 0.047720057176025, 0.12733330730469458, 0.23718398578294564, 0.19451589815177325, 0.0029567824145343893, 0.06030587871842546, 0.11091238094273936, 0.619692632965824, 0.8029085241475173, 0.854042510484383, 0.2990828050886218, 0.04988051505344691, 0.5011508481848357, 0.12073047044211867, 0.1377525393817525, 0.34902204093660044, 0.03150361847925551, 0.17245249058007392, 0.016191512347167772, 0.0014473552963713294, 0.06006205796046269, 0.34130178787117665, 0.023747279138877888, 0.7847743190774196, 0.03902415875148782, 0.12493727905427142, 0.5533252684192637, 0.060144781356730244, 0.3904374269097955, 0.08233971159937985, 0.37681219497666785, 0.06730777752371592, 0.07279817875337402, 0.004338686737613357, 0.00010109512232303029, 0.7237389580722894, 0.2764957455030375, 0.007669883536690062, 0.10500404727502655, 0.2876595941623723, 0.12585590547648848]"
binaria,"[False, False, False, False, False, True, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, False, False, True, False, False, False, False, False, False, False, False, False, False, True, False, False, True, False, False, False, False, False, False, False, False, True, False, False, False, False, False]"
