observacion,valor
k-folds,"[0.9024390243902439, 0.9512195121951219, 0.9024390243902439, 0.9024390243902439, 0.9761904761904762, 0.8809523809523809, 0.8809523809523809, 0.9047619047619048, 0.8780487804878049, 0.7804878048780488]"
mean,0.8959930313588851
