solucion,valor
continua,"[0.2787320595256721, 0.11152862103787586, 0.2007534474159849, 0.6159971773831348, 0.7201070336170801, 0.08658692755427114, 0.20425959574369365, 0.777673916972794, 0.2133261172046705, 0.4089395456952453, 0.1707497002122154, 0.4551324505465433, 0.42499829169082676, 0.3308730850807765, 0.3025651379758485, 0.6992089772702559, 0.8760387812696302, 0.5964487271401555, 0.22269179229476002, 0.868724990325703, 0.27671549946334456, 0.7799672884478437, 0.8399003219808066, 0.53573168687637, 0.17331185406983637, 0.05306400097610665, 0.9426008963479882, 0.6600693792436313, 0.313197622917122, 0.2896955468406357, 0.692010110415503, 0.7729266672889092, 0.20446852329704213, 0.5265473863227635, 0.4390196602141446, 0.529199958790313, 0.24832638758901054, 0.14050833251781322, 0.5213542384429374, 0.7912587860904692, 0.6945858303492942, 0.35420815218627916, 0.953665071041528, 0.20150356698622612, 0.6630487655593763, 0.8264921914521667, 0.7472452851578831, 0.3012477496651351, 0.4778492183928131, 0.6922571959118113, 0.40807973012997273, 0.26827098268632676, 0.48796408674796954, 0.7785389477969965, 0.7842866608092696, 0.717447750768418, 0.4428071949875212, 0.7300846243732075, 0.45620225031912004, 0.2682929287102838, 0.8617364649360783, 0.5196410527914606, 0.21669265591003092, 0.48439760173579327, 0.7982410032444625, 0.22770829893799618, 0.17958498573390633, 0.3712920304144478, 0.14683386576972912, 0.35512599411829104, 0.9420116663819298, 0.22995017310190932, 0.15200182798901432, 0.6819182382193377, 0.48000242995026204, 0.4035736961623979]"
binaria,"[False, False, False, True, True, False, False, True, False, False, False, False, False, False, False, True, True, True, False, True, False, True, True, True, False, False, True, True, False, False, True, True, False, True, False, True, False, False, True, True, True, False, True, False, True, True, True, False, False, True, False, False, False, True, True, True, False, True, False, False, True, True, False, False, True, False, False, False, False, False, True, False, False, True, False, False]"
